Wall time,Step,Value
1593964269.3282056,10,4.47043514251709
1593964270.899303,20,3.7243499755859375
1593964274.139138,30,4.024524211883545
1593964277.2347682,40,3.8817529678344727
1593964281.3975015,50,0.1609802395105362
1593964283.9632638,60,4.405801773071289
1593964287.3465695,70,4.104067802429199
1593964290.823545,80,3.9989449977874756
1593964294.2048693,90,3.63862943649292
1593964297.2569592,100,3.3540496826171875
1593964300.527833,110,3.9607768058776855
1593964303.5809479,120,3.9034032821655273
1593964306.8857772,130,4.029059410095215
1593964310.6000562,140,4.1275811195373535
1593964313.6056223,150,3.7264561653137207
1593964316.6785684,160,3.535097122192383
1593964319.6627812,170,3.5290467739105225
1593964322.6859033,180,4.43906307220459
1593964325.904701,190,4.083175182342529
1593964329.3092272,200,3.5901834964752197
1593964332.6168923,210,4.107187271118164
1593964335.6834931,220,4.225333213806152
1593964339.04626,230,4.156148910522461
1593964341.8774586,240,4.826418876647949
1593964345.240775,250,3.5581295490264893
1593964348.7396324,260,3.883347511291504
1593964352.4655104,270,4.5126142501831055
1593964356.0954201,280,4.193901062011719
1593964359.3365037,290,3.512624979019165
1593964362.4332175,300,3.676393747329712
1593964365.3752115,310,3.4759135246276855
1593964368.7592766,320,3.9107747077941895
1593964372.3007877,330,0.3610017001628876
1593964376.024064,340,1.7831816673278809
1593964379.3924494,350,3.3625032901763916
1593964382.8910763,360,3.5838816165924072
1593964386.0208406,370,3.519906759262085
1593964389.492309,380,2.787632703781128
1593964393.2370262,390,3.5472962856292725
1593964397.270914,400,3.875335931777954
1593964400.6190507,410,3.0114779472351074
1593964404.1904352,420,3.47377872467041
1593964407.9046118,430,2.6730637550354004
1593964411.346434,440,3.4638423919677734
1593964414.9695618,450,3.5228500366210938
1593964418.9789221,460,3.1177916526794434
1593964422.3601615,470,2.850788116455078
1593964425.8966954,480,3.480281352996826
1593964429.595754,490,3.5798001289367676
1593964432.9835691,500,2.984049081802368
1593964437.2166607,510,3.8720784187316895
1593964440.511605,520,3.0649654865264893
1593964443.9943533,530,3.2597899436950684
1593964447.2351341,540,3.116888999938965
1593964450.4378657,550,3.264453887939453
1593964453.9272437,560,3.812986373901367
1593964457.4022315,570,3.380042791366577
1593964460.9714553,580,0.4345603585243225
1593964464.3235996,590,3.348053216934204
1593964467.959207,600,2.945023536682129
1593964471.5140228,610,3.5426106452941895
1593964474.7929392,620,3.4537360668182373
1593964479.151991,630,2.7895851135253906
1593964482.5766766,640,4.196178913116455
1593964486.3143938,650,2.8847429752349854
1593964490.0504084,660,3.387568712234497
1593964493.5545666,670,0.4398031234741211
1593964497.0859346,680,3.170330762863159
1593964500.2679784,690,2.85850191116333
1593964503.8319936,700,3.1094298362731934
1593964507.4090507,710,4.714099884033203
1593964510.7773116,720,2.5269360542297363
1593964514.193309,730,3.1707370281219482
1593964517.529438,740,3.3324124813079834
1593964521.5857193,750,4.085351467132568
1593964525.2935739,760,0.4319882392883301
1593964528.8909333,770,3.171175956726074
1593964532.3507369,780,3.268465757369995
1593964535.8465488,790,2.9244918823242188
1593964539.277825,800,2.7982518672943115
1593964542.7841334,810,3.107823610305786
1593964546.4889684,820,2.6578829288482666
1593964550.2288322,830,2.6566667556762695
1593964554.1008735,840,1.823767900466919
1593964557.414272,850,2.8133442401885986
1593964561.3050723,860,2.6879405975341797
1593964565.2274702,870,3.156362533569336
1593964568.9683988,880,2.9602293968200684
1593964573.043597,890,4.182401657104492
1593964576.252121,900,2.8778693675994873
1593964579.5687764,910,2.8223719596862793
1593964583.6251037,920,3.6206777095794678
1593964586.9586232,930,3.493769407272339
1593964590.7339222,940,0.6107291579246521
1593964594.2526505,950,2.7483510971069336
1593964597.9009123,960,3.101970672607422
1593964601.321961,970,2.4480068683624268
1593964605.2563012,980,0.8214653730392456
1593964608.9886696,990,3.163571357727051
1593964612.5800905,1000,3.1494524478912354
1593964667.403954,1000,3.2871804237365723
