Wall time,Step,Value
1583502799.5678048,10,1.1551034450531006
1583502805.3171136,20,1.1614406108856201
1583502811.4582415,30,1.158543348312378
1583502817.742835,40,1.159515619277954
1583502823.687516,50,1.157731056213379
1583502829.7659016,60,1.156923532485962
1583502835.268793,70,1.1547781229019165
1583502840.7417383,80,1.1529110670089722
1583502846.523392,90,1.1533175706863403
1583502852.0051706,100,1.1512296199798584
1583502858.0007775,110,1.1499412059783936
1583502864.0508237,120,1.1476377248764038
1583502870.0599358,130,1.1447768211364746
1583502875.8483262,140,1.1412243843078613
1583502881.8721037,150,1.1383585929870605
1583502887.6515627,160,1.1355775594711304
1583502893.6977649,170,1.132448434829712
1583502900.082731,180,1.1288609504699707
1583502906.1337993,190,1.1216320991516113
1583502911.2986264,200,1.109666109085083
1583502917.3049872,210,1.0981169939041138
1583502923.3534973,220,1.0911612510681152
1583502929.064121,230,1.0785157680511475
1583502934.869046,240,1.0668978691101074
1583502940.9706569,250,1.053257942199707
1583502947.3938904,260,1.0418373346328735
1583502953.450731,270,1.0296179056167603
1583502959.5684414,280,1.0181007385253906
1583502965.4618638,290,1.0051147937774658
1583502971.8654459,300,0.9955247044563293
1583502978.1904266,310,0.9844692349433899
1583502984.2427812,320,0.97191321849823
1583502990.2086053,330,0.9622859954833984
1583502996.5368893,340,0.952407717704773
1583503002.598549,350,0.9430622458457947
1583503008.7021337,360,0.9340022802352905
1583503015.0555806,370,0.9227434396743774
1583503020.1080005,380,0.9128748178482056
1583503025.6239512,390,0.9040539264678955
1583503031.689002,400,0.8958351612091064
1583503038.0894752,410,0.8875589966773987
1583503043.7806168,420,0.8811867833137512
1583503049.7422547,430,0.8729310035705566
1583503056.0905232,440,0.8641438484191895
1583503061.5902374,450,0.86052006483078
1583503067.0583308,460,0.8532658219337463
1583503073.4354568,470,0.845944344997406
1583503079.4595883,480,0.8389054536819458
1583503084.8812063,490,0.834251880645752
1583503091.2436829,500,0.8279364109039307
1583503096.975032,510,0.8217225074768066
1583503102.6479142,520,0.8172399997711182
1583503108.3417864,530,0.8133323192596436
1583503114.253267,540,0.8068776726722717
1583503120.4983416,550,0.8014054894447327
1583503126.2094228,560,0.7968509793281555
1583503131.7105303,570,0.7925868630409241
1583503137.6677353,580,0.7873103022575378
1583503143.3319404,590,0.7822960615158081
1583503148.9570928,600,0.7780556082725525
1583503154.4114547,610,0.7749897837638855
1583503160.4334297,620,0.7700896859169006
1583503166.702667,630,0.7654134035110474
1583503172.4991784,640,0.7611569166183472
1583503178.1094332,650,0.7564765810966492
1583503183.7804935,660,0.7525911927223206
1583503189.1937947,670,0.7498079538345337
1583503195.3394237,680,0.746558666229248
1583503201.257758,690,0.7435832619667053
1583503207.297851,700,0.7398313879966736
1583503212.4384005,710,0.7366394996643066
1583503217.960074,720,0.7337134480476379
1583503224.283471,730,0.7300122380256653
1583503230.3444884,740,0.7266913056373596
1583503236.3629277,750,0.7230834364891052
1583503242.5092146,760,0.7202925086021423
1583503248.2873652,770,0.7174139618873596
1583503254.4003477,780,0.714272141456604
1583503260.4678888,790,0.7117646932601929
1583503266.8362968,800,0.7086073160171509
1583503272.399394,810,0.7060590386390686
1583503278.4478283,820,0.7026873826980591
1583503283.9086325,830,0.6995512843132019
1583503290.1907575,840,0.6972762942314148
1583503296.2475154,850,0.6939864754676819
1583503302.712232,860,0.6908828616142273
1583503308.1775956,870,0.6879333257675171
1583503314.218147,880,0.6851072311401367
1583503320.3054404,890,0.6835946440696716
1583503326.453628,900,0.682403028011322
1583503332.4354281,910,0.6800709962844849
1583503338.8621807,920,0.677564263343811
1583503345.530668,930,0.6747461557388306
1583503352.1965668,940,0.6734130382537842
1583503358.8379116,950,0.6711847186088562
1583503364.708374,960,0.6688367128372192
1583503370.728205,970,0.6665693521499634
1583503376.745056,980,0.6640929579734802
1583503382.5136669,990,0.6616405248641968
1583503388.452032,1000,0.6593055129051208
1583503394.2207565,1010,0.6571017503738403
1583503400.304424,1020,0.6555944085121155
