Wall time,Step,Value
1583759494.4340796,10,2.942871570587158
1583759500.9637885,20,2.9778635501861572
1583759506.8798394,30,2.9396119117736816
1583759513.1566818,40,2.9308993816375732
1583759519.1375055,50,2.899477958679199
1583759526.2273006,60,2.8644964694976807
1583759532.742638,70,2.8675780296325684
1583759538.897812,80,2.871206045150757
1583759545.7451932,90,2.860905885696411
1583759552.1730988,100,2.8437914848327637
1583759558.5494506,110,2.8463001251220703
1583759564.997504,120,2.8354384899139404
1583759570.981933,130,2.841593027114868
1583759576.7393267,140,2.841088056564331
1583759582.7194319,150,2.833606719970703
1583759589.269473,160,2.8368923664093018
1583759594.948781,170,2.819974184036255
1583759601.1699715,180,2.818427562713623
1583759607.4490285,190,2.8012359142303467
1583759613.8066585,200,2.7997913360595703
1583759620.560522,210,2.797603130340576
1583759627.0024176,220,2.7948505878448486
1583759633.5249038,230,2.7944986820220947
1583759639.780026,240,2.78891921043396
1583759645.829234,250,2.7731246948242188
1583759652.2183802,260,2.7672150135040283
1583759658.4592326,270,2.755704164505005
1583759664.701289,280,2.7442989349365234
1583759670.4587014,290,2.737821578979492
1583759676.841414,300,2.731600046157837
1583759683.0613022,310,2.722402572631836
1583759689.354969,320,2.7079272270202637
1583759695.6938634,330,2.7009260654449463
1583759701.7103,340,2.6972405910491943
1583759707.9441361,350,2.6853995323181152
1583759714.2060587,360,2.675461530685425
1583759720.0610268,370,2.6706695556640625
1583759726.5625062,380,2.6608004570007324
1583759732.9567847,390,2.6466143131256104
1583759739.340187,400,2.638733148574829
1583759745.1031706,410,2.6305699348449707
1583759751.170751,420,2.6211721897125244
1583759757.4490628,430,2.6113386154174805
1583759767.053808,440,2.606593370437622
1583759773.4247358,450,2.598738670349121
1583759779.8005075,460,2.593954563140869
1583759786.080684,470,2.583754777908325
1583759792.827901,480,2.5741846561431885
1583759799.0955262,490,2.566706895828247
1583759805.73382,500,2.556516408920288
1583759812.0105577,510,2.5520007610321045
1583759818.2760816,520,2.547147035598755
1583759824.1082432,530,2.5375030040740967
1583759830.4542055,540,2.527693033218384
1583759836.8383567,550,2.5174126625061035
1583759843.4682398,560,2.5049920082092285
1583759849.8401906,570,2.4976933002471924
1583759856.0570636,580,2.490415573120117
1583759862.165353,590,2.4820356369018555
1583759868.777065,600,2.477583646774292
1583759875.0937126,610,2.469024419784546
1583759881.223946,620,2.4600777626037598
1583759887.473526,630,2.456624984741211
1583759893.2497106,640,2.456592559814453
1583759899.508301,650,2.4488751888275146
1583759905.7749283,660,2.443636894226074
1583759911.8961718,670,2.439075231552124
1583759918.119189,680,2.4289519786834717
1583759924.2146845,690,2.4182841777801514
1583759930.6835678,700,2.4074106216430664
1583759936.8245158,710,2.399336814880371
1583759942.7339122,720,2.3907556533813477
1583759948.843047,730,2.3823773860931396
1583759955.170695,740,2.3782224655151367
1583759961.417067,750,2.3677170276641846
1583759967.412429,760,2.3632915019989014
1583759973.7876654,770,2.3525311946868896
1583759979.8507702,780,2.35094952583313
1583759986.3406904,790,2.3399150371551514
1583759992.4753075,800,2.331596612930298
1583759998.3304515,810,2.328023672103882
1583760004.6388516,820,2.3229031562805176
1583760010.6272922,830,2.316887140274048
1583760016.489249,840,2.3105459213256836
1583760022.1998663,850,2.302525043487549
1583760028.371613,860,2.2998006343841553
1583760034.6288624,870,2.2941346168518066
1583760040.314063,880,2.2879762649536133
1583760046.5227065,890,2.2816944122314453
1583760052.7326484,900,2.2735939025878906
1583760059.0908496,910,2.2656571865081787
1583760065.937338,920,2.257638454437256
1583760072.2113934,930,2.2496178150177
1583760078.654349,940,2.2460031509399414
1583760085.0301208,950,2.2412397861480713
1583760091.1951132,960,2.2376797199249268
1583760097.5280294,970,2.2314774990081787
1583760103.8443341,980,2.2264814376831055
1583760110.365162,990,2.2206742763519287
1583760116.5874207,1000,2.2130300998687744
1583760122.6493235,1010,2.2070422172546387
1583760128.7768853,1020,2.2039313316345215
1583760134.9533417,1030,2.1940298080444336
1583760141.3084333,1040,2.1869609355926514
1583760147.4904742,1050,2.180962085723877
1583760154.0039103,1060,2.174090623855591
1583760160.4198036,1070,2.166499614715576
1583760166.4251854,1080,2.161480188369751
1583760172.5540915,1090,2.1551008224487305
1583760178.5535316,1100,2.150097131729126
1583760184.896339,1110,2.1446034908294678
1583760191.214121,1120,2.1393380165100098
1583760197.1097066,1130,2.1359570026397705
1583760203.0243428,1140,2.129814863204956
1583760208.9504013,1150,2.126861095428467
1583760214.9896536,1160,2.1205618381500244
1583760221.263675,1170,2.1154391765594482
1583760227.6599069,1180,2.1101465225219727
1583760234.1609633,1190,2.103113889694214
1583760240.5880487,1200,2.0967531204223633
1583760246.3846567,1210,2.091712236404419
1583760252.2659297,1220,2.087650775909424
1583760258.6064103,1230,2.081195116043091
1583760264.7806964,1240,2.077078342437744
1583760270.9684844,1250,2.072103977203369
1583760276.9086685,1260,2.0669827461242676
1583760283.25582,1270,2.0615200996398926
1583760289.630734,1280,2.0548226833343506
1583760296.060946,1290,2.049973964691162
1583760302.2435489,1300,2.0459344387054443
1583760308.405889,1310,2.0379533767700195
1583760314.500885,1320,2.036459445953369
1583760320.9887369,1330,2.032604217529297
1583760326.6701324,1340,2.0299174785614014
1583760332.7043629,1350,2.025779962539673
1583760338.8464048,1360,2.0225532054901123
1583760344.7089202,1370,2.0194923877716064
1583760351.1146407,1380,2.016692638397217
1583760357.3224328,1390,2.011528968811035
1583760363.4653082,1400,2.008650541305542
1583760369.5815206,1410,2.005953311920166
1583760375.8641822,1420,2.0043246746063232
1583760382.0552402,1430,2.002974271774292
1583760388.3563783,1440,1.997504472732544
1583760394.8277745,1450,1.9939005374908447
1583760400.9042869,1460,1.988288402557373
1583760407.2145305,1470,1.9820133447647095
1583760413.8585494,1480,1.9800678491592407
1583760420.3052607,1490,1.9760756492614746
1583760426.0158863,1500,1.9730020761489868
1583760432.3487809,1510,1.9694886207580566
1583760438.450101,1520,1.9640988111495972
1583760444.7700293,1530,1.9606088399887085
1583760451.0705016,1540,1.9600690603256226
1583760457.1796083,1550,1.9555810689926147
1583760463.5576468,1560,1.9537612199783325
1583760469.571687,1570,1.9515877962112427
1583760475.1047573,1580,1.9483542442321777
1583760481.2615044,1590,1.9449981451034546
1583760487.2613325,1600,1.9432798624038696
1583760493.7756598,1610,1.9421221017837524
1583760499.185957,1620,1.9396657943725586
1583760507.2239258,1630,1.9372470378875732
1583760513.4335377,1640,1.9368736743927002
1583760519.7236006,1650,1.9331865310668945
1583760525.9660587,1660,1.9318923950195312
1583760532.4982088,1670,1.9289413690567017
1583760538.591342,1680,1.925694227218628
1583760544.871508,1690,1.922525405883789
1583760550.7146726,1700,1.9181745052337646
1583760557.0737631,1710,1.9145233631134033
1583760563.387649,1720,1.9107216596603394
1583760569.770137,1730,1.9073063135147095
1583760575.5642357,1740,1.9056957960128784
1583760581.6598272,1750,1.9032402038574219
1583760587.8807738,1760,1.901666522026062
1583760594.082558,1770,1.8995829820632935
1583760600.2769895,1780,1.8976612091064453
1583760606.1641486,1790,1.8963408470153809
1583760612.4761057,1800,1.8932914733886719
1583760618.367147,1810,1.889604926109314
1583760624.4606776,1820,1.8884342908859253
1583760630.781795,1830,1.8856315612792969
1583760637.8678336,1840,1.881884217262268
1583760644.407317,1850,1.8794732093811035
1583760650.6750288,1860,1.8765640258789062
1583760657.0821345,1870,1.8725075721740723
1583760663.6877298,1880,1.8681963682174683
1583760669.7658958,1890,1.8661320209503174
1583760675.983016,1900,1.862402081489563
1583760682.7191875,1910,1.8585593700408936
1583760689.2724047,1920,1.8580559492111206
1583760695.5308228,1930,1.856224775314331
1583760702.102995,1940,1.8524630069732666
1583760708.214225,1950,1.8489766120910645
1583760714.717148,1960,1.844713807106018
1583760720.6615524,1970,1.8415769338607788
1583760726.9419322,1980,1.8379887342453003
1583760732.7250462,1990,1.8340600728988647
