Wall time,Step,Value
1583514624.1354911,10,4.09276008605957
1583514630.4063556,20,4.115431785583496
1583514636.1220698,30,4.081827163696289
1583514641.9356937,40,3.9372987747192383
1583514646.9168518,50,4.361318588256836
1583514652.659723,60,4.191184997558594
1583514658.5559094,70,3.9402308464050293
1583514664.7280016,80,3.850090503692627
1583514670.2869978,90,3.523545503616333
1583514675.9414,100,3.49714732170105
1583514680.998049,110,2.8269553184509277
1583514687.2308536,120,3.306182622909546
1583514693.199318,130,3.385918378829956
1583514698.496791,140,3.3316259384155273
1583514704.7635632,150,3.6143035888671875
1583514710.778888,160,3.5814762115478516
1583514717.0097387,170,4.174910068511963
1583514722.7198973,180,2.931285858154297
1583514728.732568,190,3.3055551052093506
1583514734.4155324,200,3.477372407913208
1583514739.9844365,210,3.282827138900757
1583514746.0229893,220,3.418849229812622
1583514751.9223266,230,3.3367133140563965
1583514757.8070269,240,3.5784292221069336
1583514763.8720214,250,3.6090877056121826
1583514769.710058,260,3.3024747371673584
1583514775.692264,270,3.4970436096191406
1583514781.025409,280,3.0067596435546875
1583514786.78878,290,3.188262701034546
1583514792.334141,300,3.151792526245117
1583514798.0579495,310,3.2710092067718506
1583514804.0039754,320,3.08137583732605
1583514809.598005,330,3.5608317852020264
1583514815.3165243,340,3.2558398246765137
1583514821.3894668,350,3.179874897003174
1583514827.661104,360,3.041506052017212
1583514833.7363355,370,3.0453577041625977
1583514839.4823325,380,3.5222673416137695
1583514845.5152583,390,3.0882771015167236
1583514851.2028654,400,3.1957948207855225
1583514856.9326494,410,3.0694470405578613
1583514862.5991724,420,3.1572728157043457
1583514868.5603507,430,3.5671815872192383
1583514874.1741695,440,3.0154428482055664
1583514879.7794194,450,3.219069719314575
1583514885.4022431,460,2.5358035564422607
1583514891.361435,470,3.18078875541687
1583514897.3023605,480,3.3234782218933105
1583514903.0219808,490,3.2906103134155273
1583514908.4161386,500,2.632941484451294
1583514914.3969696,510,3.0079946517944336
1583514920.3883233,520,2.8310601711273193
1583514926.3917365,530,3.4500222206115723
1583514932.7355182,540,2.783412456512451
1583514938.142227,550,2.7797045707702637
1583514944.1070032,560,2.8725292682647705
1583514950.4405155,570,2.9159152507781982
1583514956.4420743,580,2.8404576778411865
1583514962.4125967,590,3.4952540397644043
1583514968.7284238,600,2.836371660232544
1583514973.8024194,610,2.696300983428955
1583514979.6662383,620,3.137913703918457
1583514985.678858,630,2.7852063179016113
1583514991.9923995,640,2.791283369064331
1583514997.9077685,650,3.061753511428833
1583515003.8661425,660,3.2479753494262695
1583515009.802134,670,2.8060617446899414
1583515015.7980855,680,2.8557333946228027
1583515021.5491266,690,1.9263170957565308
1583515027.5228696,700,3.1373586654663086
1583515033.2911158,710,2.6107687950134277
1583515038.9893186,720,2.4737253189086914
1583515044.694586,730,2.7789864540100098
1583515050.987404,740,3.214846134185791
1583515056.6961741,750,2.8843140602111816
1583515062.287503,760,3.0876362323760986
1583515067.9000762,770,2.401559829711914
1583515073.874679,780,2.6821742057800293
1583515079.876153,790,1.8151023387908936
1583515085.8558178,800,2.6873085498809814
1583515091.4807472,810,2.322451114654541
1583515097.4493089,820,3.604628324508667
1583515103.7942977,830,2.7939741611480713
1583515109.0842733,840,3.001162052154541
1583515115.3953927,850,2.7224884033203125
1583515121.4230468,860,3.4488885402679443
1583515126.8417842,870,3.0441131591796875
1583515132.8524082,880,1.9921960830688477
1583515138.2309535,890,2.937511920928955
1583515143.5880206,900,3.7567062377929688
1583515149.5408347,910,1.9385676383972168
1583515155.758426,920,3.161501884460449
1583515162.2227888,930,3.3766746520996094
1583515168.4830282,940,2.726266860961914
1583515174.2109666,950,2.957314968109131
1583515180.2431676,960,2.875769853591919
1583515186.5747464,970,2.4675590991973877
1583515192.9120736,980,2.104158878326416
1583515198.8982818,990,3.0835747718811035
1583515204.822102,1000,3.3922231197357178
1583515210.8565493,1010,3.053434371948242
1583515216.5298297,1020,1.928094506263733
1583515222.4514062,1030,1.9639866352081299
1583515228.181118,1040,1.3238128423690796
1583515234.140845,1050,2.0248870849609375
1583515240.3898299,1060,1.757355809211731
1583515246.6460392,1070,2.3482015132904053
1583515252.635498,1080,2.5531046390533447
1583515258.9718616,1090,3.248321294784546
1583515264.9137733,1100,2.096479654312134
1583515270.8760839,1110,2.4960691928863525
1583515276.496267,1120,2.1329987049102783
1583515282.441546,1130,2.4976372718811035
1583515288.1375175,1140,2.5873429775238037
1583515294.091319,1150,2.393099784851074
1583515300.0299506,1160,2.5726547241210938
1583515305.8011959,1170,2.386232376098633
1583515311.5524795,1180,2.313575029373169
1583515317.2544274,1190,2.3852791786193848
1583515323.5010934,1200,1.7704927921295166
1583515329.4986992,1210,2.0469155311584473
1583515335.157887,1220,2.126312732696533
1583515340.741785,1230,2.2920870780944824
1583515346.4028437,1240,2.2987492084503174
1583515351.720844,1250,1.9569811820983887
1583515358.0375185,1260,2.1525464057922363
1583515363.702566,1270,2.8518216609954834
1583515369.3980854,1280,2.1689510345458984
1583515375.0618398,1290,3.0769872665405273
1583515381.0062337,1300,1.672113060951233
1583515387.0023732,1310,2.6630756855010986
1583515392.3258684,1320,1.7203210592269897
1583515397.731297,1330,2.2759652137756348
1583515403.0652218,1340,2.4387733936309814
1583515408.7762125,1350,2.816209316253662
1583515414.697527,1360,2.401449680328369
1583515420.0739799,1370,2.0157928466796875
1583515425.4177217,1380,2.4649837017059326
1583515430.7088146,1390,2.7121288776397705
1583515437.0065918,1400,2.192734718322754
1583515442.34157,1410,2.1964473724365234
1583515448.0466697,1420,2.1929433345794678
1583515453.7087836,1430,2.444084882736206
1583515460.022945,1440,2.5594968795776367
1583515466.0048685,1450,1.5319894552230835
1583515471.4030848,1460,1.882965087890625
1583515477.747487,1470,2.056175947189331
1583515484.097229,1480,2.158287286758423
1583515489.7516289,1490,2.764817476272583
1583515495.4711955,1500,2.0988993644714355
1583515501.417322,1510,1.8328243494033813
1583515507.3159018,1520,2.1008429527282715
1583515513.2632687,1530,2.0694360733032227
1583515518.8675427,1540,2.2205593585968018
1583515524.8319583,1550,2.3657636642456055
1583515530.1825159,1560,2.0742971897125244
1583515535.8002346,1570,2.0481314659118652
1583515541.6806674,1580,2.4891018867492676
1583515547.9760296,1590,1.5352425575256348
1583515554.2553332,1600,1.7465267181396484
1583515560.48033,1610,2.6361565589904785
1583515566.209182,1620,1.7202284336090088
1583515571.4278686,1630,2.3221940994262695
1583515577.3244858,1640,2.1714296340942383
1583515583.025757,1650,2.0714406967163086
1583515589.2398503,1660,2.492405414581299
1583515594.9261708,1670,2.8471975326538086
1583515601.2561734,1680,2.0498061180114746
1583515607.223067,1690,2.423969030380249
1583515612.46506,1700,1.8144752979278564
1583515617.8225417,1710,1.9183337688446045
1583515623.8170412,1720,1.6534316539764404
1583515629.1573744,1730,2.1749119758605957
1583515634.8744683,1740,1.977092981338501
1583515640.838021,1750,2.058042287826538
1583515647.439229,1760,2.5619418621063232
1583515653.1290662,1770,1.5934752225875854
1583515659.0675635,1780,1.6188563108444214
1583515664.9696593,1790,1.682786464691162
1583515670.8902175,1800,1.0776188373565674
1583515676.524731,1810,2.294464588165283
1583515682.4493003,1820,2.546312093734741
1583515688.485617,1830,1.7807801961898804
1583515694.056869,1840,1.66831374168396
1583515700.6961482,1850,1.5121777057647705
1583515706.3822477,1860,1.5536710023880005
1583515712.7237456,1870,1.9742329120635986
1583515719.0759027,1880,2.8462579250335693
1583515724.3614933,1890,1.2208147048950195
1583515730.2456107,1900,1.6316637992858887
1583515736.465974,1910,1.8832262754440308
1583515742.1883361,1920,1.9508873224258423
1583515747.849694,1930,1.9905555248260498
1583515753.8567908,1940,1.6860747337341309
1583515759.539733,1950,2.81140398979187
1583515765.3680696,1960,1.710824966430664
1583515771.698358,1970,1.9603195190429688
1583515777.9953458,1980,1.9322799444198608
1583515783.748743,1990,2.0697197914123535
1583515789.4124272,2000,2.6659929752349854
1583515865.6264732,2000,2.6484198570251465
